Genus,HS01_ave,HS03_ave,HS05_ave,HS09_ave,HS13_ave,HS15_ave,HS17_ave,HS19_ave,JW01,JW02,JW03,JW04,JW05,JW06,JW07,JW08,JW09,JW10,JW11,JW12,JW13,JW14,JW15,JW16,JW17,JW18,JW19,JW20,LZ01,LZ02_ave,LZ03,LZ04_ave,LZ05,LZ06_ave,LZ10,LZ11_ave,LZ13,LZ14_ave,LZ16,LZ17_ave,QZ01,QZ02,QZ03,QZ04,QZ05,QZ06,QZ07,QZ08,QZ09,YZ01,YZ02,YZ03,YZ04_ave,YZ05,YZ06_ave,YZ09,YZ10,YZ11,YZ12,YZ13,YZ14,YZ15,YZ16,YZ17,YZ18,YZ19,YZ20,YZ21,YZ22_ave,YZ24,YZ25,YZ26,YZ27,YZ28,YZ29_ave,YZ32_ave,YZ33_ave,MG01,MG02,MG03,MG04,MG05,MG06,MG07,MG08,MG09,MG10,MG11,MG12,MG13,MG14,MG15,AM01,AM02,AM03,AM04,AM05,AM06,AM07,AM08,AM09
Diaphorobacter,0,0,0,0,0,0,0,0,0.013479532,0,0.01329189,0,0.03833556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004818437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dichelobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6301E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dichotomicrobium,0,0,0,0,0,0,0,0,0,0.002161713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dielma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582861,0,0,0,0,0,0,0,0,0,0,0,0,0.003634711,0,0.000949122,0,0,0,0.008882572,0.004653717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079302141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dietzia,0.037677398,0.001569596,0,0,0.011000798,0.052467863,0.019004181,0,0.007436983,0.010808567,0.006134718,0.007937768,0.012402681,0.006727406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001106406,0.005796597,0,0,0,0,0.003256049,0,0,0,0,0,0,0.005968978,0,0,0,0.015903502,0,0,0,0,0.024063863,0.022677344,0.01775444,0.032714601,0.030453216,0,0.015804613,0.006773733,0.009235499,0.012753204,0.005754468,0.010167951,0,0,0,0,0.005512021,0,0.006396111,0.008469233,0,0.016147519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinghuibacter,0,0,0,0,0,0,0,0,0.199868923,0.159102111,0.186597685,0.071439911,0.3455838,0.186445239,0.052156926,0.022011079,0.075563626,0.014284145,0.138767357,0.009701281,0.061973334,0.020291659,0.021148835,0.03646257,0,0.02841164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042856298,0.045263815,0.202466409,0.008474633,0,0.099292941,0,0,0.012374307,0,0,0,0.040038353,0.038179221,0,0.017004272,0,0,0,0,0,0,0,0,0,0,0.279042687,0.055266807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diplorickettsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006781172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001150894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dokdonella,0.021455185,0.014649562,0.012073663,0,0.082505982,0.054966333,0,0,0.253787051,0.157805083,0.237209112,0.056556596,0.081181186,0.093222619,0.052156926,0.054110569,0.038345721,0.020876827,0.042425689,0.028295404,0.020657778,0,0.009063786,0.049084229,0.007603038,0,0,0.005064274,0.008742915,0,0.007678486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002876239,0,0.04828422,0.005231275,0,0.047345173,0.058317332,0.019705022,0,0,0,0,0,0,0.002990574,0,0.000474656,0,0,0,0,0,0.002823078,0.002032778,0.047289163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002854401,0,0.003781362,0
Dolosicoccus,4.094800519,2.465311931,0.054441242,0.007637471,5.49489838,1.547801971,0,0,0.003718492,0.003458742,0,0.001984442,0.001691275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021857286,0.009825962,0,0,0.023224608,0,0.062313422,0.060983408,0,0.028011096,0,0,0,1.286687869,0,0.032744719,0.038988065,0,0,1.34482146,1.154121797,0,0.017126849,0.009687388,0.010066837,0.014132893,0.008324866,0.056497766,0.014882007,0.009146227,0.012090179,0.006568341,0.005538018,0.020019176,0.748189566,0.321923095,0.244436415,0.147889836,0.0933059,0.075175535,0.030205366,0.011866478,0,0.034909465,0.026852074,0,0.007685045,7.52881E-05,0.010861129,0,0.124579544,0.617953166,0,0,0,0,0,0,0.024533857,0.033195021,0,0,0,0,0.283758302,0.033915316,0.589429354,0.03823151,0.019226583,0.147715231,0.442864707,0.232931879,0.889297969
Dongia,0.002093189,0.277295272,0.004390423,0,1.604741344,0.007495409,0,0.003047062,0.004648114,0,0.004601039,0,0.002255033,0,0,0.001834257,0,0,0.008838685,0,0,0,0,0.045578212,0,0,0,0,0,0.000225884,0,0.024777902,0.011612304,0.080507333,0.034779584,0.083537189,0.034723187,0.021397365,0.013864925,0.005291079,0,0,0,0,0,0,0,0,0,0.051723119,0.042817122,0.020343515,0.275245803,0.271786398,0.13173469,0.027202628,0.043228687,0.03550888,0.027025105,0.031647459,0.02104447,0.025287381,0.018473816,0.023748425,0.030465988,0.079411663,0.131585243,0.174407241,0.138081674,0.035599435,0,0.041340156,0,0.025584445,0.049031371,0.035636354,0.074730334,0,0,0,0,0,0,0,0,0,0,0,0.028990549,0,0,0,0.010212381,0.022494852,0.00997005,0.298205779,0,0.165912035,0.16704906,0.069955191,0.069032262
Dorea,0,0,0,0.165274865,0,0,0,0,0,0,0,0.005953326,0,0.041325491,0.022759386,0.048607799,0.031578829,0.023074387,0,0.005659081,0,0,0,0.004908423,0,0,0,0,0.024771591,0.014908356,0,0,0.009031792,0.007809927,0.056516825,0.054431471,0.037501042,0.039682385,0,0,0.009795878,0.143571104,0.021225677,0.03701577,0.130122666,0.015439527,0,0.013323859,0,0,0.004893385,0,0,0.011958601,0,0,0,0.046269147,0,0,0,0.01264369,0.003694763,0,0,0.013235277,0.008971721,0,0.007637643,0,0,0,0,0,0,0,0.001297569,0,0,0,0,0,0,0,0.099206349,0,0.057245666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncaniella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001705422,0,0,0,0,0,0,0,0,0,0.002126001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duodenibacillus,0,0,0,0,0,0,0,0,0,0.000864685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007245747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyadobacter,0,0,0,0,0,0,0,0,0.023705384,0.023778848,0.004601039,0.015379425,0.024241604,0.003844232,0,0,0,0,0,0.00161688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004622527,0,0,0,0,0.00484212,0.004267122,0,0,0,0,0,0,0.004603575,0.01136418,0,0,0,0,0,0,0,0,0.006023046,0.006920365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012839796,0,0,0,0.035571365,0.039594075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysgonomonas,0.183154017,1.202310445,0,0,0.159511565,0.021236992,0.321713634,1.442783796,0.255181486,0.258973273,0.301112429,0.393415622,0.235650943,0.405566448,0.223800628,0.130232217,0.219923985,0.149434128,0.205941364,0.136626379,0.108453335,0.102811071,0.104988859,0.160575548,0.096074759,0.065047702,0.054511394,0.045578467,0.233144389,0.167888418,0.089070442,0.070075005,0.041288192,0.079335844,0.078254065,0.067787342,0.204172338,0.092057298,0.112459946,0.106997385,0,0.96016962,0.011674122,1.528086902,1.114571302,0.001816415,0.002558134,0.08349618,0.073528727,0.00443341,0.008563424,0.021312254,0.013559413,0.021742912,0.001513612,0.049697109,0.04252002,0.047883187,0.036270536,0.016719412,0.0299053,0.010536409,0.057268831,0.011214534,0.016295761,0.042583066,0.039475573,0.039091278,0.011478039,0.023732957,0.09652868,0.101053715,0.01822105,0.060763056,0.026721215,0.101789472,0,1.012584985,0.498318176,0.650477016,1.070578906,0.208799403,0,0.337054982,0,0.688186138,0.776905463,0.107883817,0.446454456,0.643278732,1.911318665,3.026916271,0.04157898,0,0,0.005319167,0.007255315,0,0,0.003781362,0
Dysosmobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004419343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003160923,0,0,0,0,0,0,0,0,0,0,0,0,5.88141E-05,0.001806914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009628809,0,0,0,0,0,0,0,0,0,0
Edaphobaculum,0.002093189,0,0,0,0.008250598,0,0,0.088364794,0.008831418,0.018590736,0.011246984,0,0.003946308,0.003844232,0,0,0.005639077,0,0,0,0,0.010822218,0.025680728,0.002804813,0,0,0,0.016036868,0.014571524,0,0.009214184,0,0,0.000846075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041378495,0.044040468,0.100748835,0.017257434,0,0.036326686,0.11142615,0.115512721,0.029590733,0.15503876,0.060309309,0.018829263,0.050574761,0.219838416,0.076522703,0.050304306,0.016112511,0.007177377,0.012028086,0.012427351,0,0,0,0,0,0,0,0.044165387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004986719,0.02974679,0,0,0,0
Eggerthella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003452681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egicoccus,0.007849458,0.081095787,0,0,0,0,0,0,0.042762653,0.020752449,0.020960288,0.018356088,0.024241604,0.00480529,0.010431385,0.006419898,0.009022522,0,0.013258028,0.009701281,0.006885926,0.012851384,0.01359568,0.007012033,0.002073556,0.002990699,0.004606597,0,0.091800603,0.01942604,0.032249643,0.010646755,0.086447151,0.032606446,0,0.000629994,0.015278202,0.003501387,0.01078383,0.00031656,0,0,0,0,0,0,0,0,0.00279223,0.301471892,0.415937756,0.575430847,0.34612455,0.435945382,0.322096615,0.082131012,0.110552052,0.072093786,0.158594695,1.247984714,1.526277898,0.659579176,0.089905907,0.150406692,0.151621428,0.142135368,0.809249246,1.09906632,0.719837029,0.046279266,0.04826434,0.155255252,0.059458164,0.075687315,0.088750506,0,0.039599868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301994697,0.088249035,0.14157471,0.307181872,0.120800987,0.234417649,0.929236048,0.425781324,0.452770427
Eikenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006163369,0,0,0,0,0.003766093,0.002133561,0,0,0,0,0,0,0,0,0,0.000172602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11469769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisenbergiella,0,0,0.002195211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23862789,0,0,0,0,0,0,0.156548965,0,0.308121901,0,0,0,0.128414244,0,0,0,0,0,0
Elkelangia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866283,0,0,0,0,0.004216132,0,0,0.024915909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elstera,0,0.001046397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72607E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028479548,0.032176227,0.119427117,0,0.315541484,0.01599744,0.030717533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elusimicrobium,0.001046594,0.125044472,0.003292817,0,0,0,0.480534289,0.214817862,0.001859246,0,0,0.001984442,0,0,0,0,0,0,0.004419343,0,0,0,0.037765777,0,0,0,0.019194153,0.005064274,0,0.023040186,0.085999048,0,0.010322048,0.141229517,0.017389792,0.153025514,0,0.041433079,0,0,0,0,0,0,0,0,0,0,0,0.038422888,0.015903502,0.054249373,0.043914007,0.068490172,0.058627235,0.080038502,0.061654029,0.01775444,0.098143802,0.074640234,0.05094977,0.028448303,0.086211143,0.067946883,0.059514953,0.0454603,0.043662376,0.019545639,0.018425273,0.094931827,0.174494153,0.042258826,0.031647087,0.073555278,0.018742099,0.000627401,0.068002201,0,0,0,0,0,0,0,0,0.376863837,1.112201505,0.215767635,0,0,0,0,0.501136127,0.203837968,0.065004726,0.001329792,0.168323297,0.031755207,0.08085667,0.04537634,0.029101836
Emcibacter,0,0,0,0,0,0,0,0,0,0.000864685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01602476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Empedobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009146227,0,0,0,0,0,0,0,0.007480809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014960156,0,0.013915203,0,0,0
Endomicrobium,0,0.079002993,0.012951747,0.065223999,0.042628091,0,0.042080686,0.024376495,0.002324057,0.056636893,0.002556133,0.017859978,0,0,0.091037544,0,0.033834459,0.0615317,0.03005153,0.248999555,0.139440002,0.113633289,0.160126893,0.198440524,0.059441937,0.151777971,0.21113568,0.151928222,0.189429816,0.344812203,0.523672774,0.019809417,0.011612304,0.50100683,0.069559169,0.337613722,0.093058141,0.182072121,0.044675869,0.003165603,0,0,0,0,0.023392839,0,0,0,0,0.019211444,0,0.01646856,0.044119452,0.039137241,0.065438488,0.057544021,0.00708667,0.018830467,0.026313918,0.008359706,0,0.04952112,0.102221784,0.056732349,0.045344726,0.057544683,0.040073688,0.034580746,0.029773861,0.512631866,0.37745189,0.27651971,0,0.409351115,0.750252509,0.000476824,0.041858599,0,0.062289772,0,0,0,0,0,0,0.376863837,0.237160615,0.970954357,0.226126283,0.291796538,1.400991767,3.688181056,1.84515842,1.029226004,0.802788424,0.314495726,1.500399042,0.244408051,0.170743019,0.156926509,0.05008223
Ensifer,0,0,0,0,0,0.028732401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006994173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007829959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterocloster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005694734,0.112090686,0,0,0.01598863,0.009307434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus,0.032967723,0.006278384,0.045660396,0.103716851,0,0,0,0,0.005112926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229173033,0.156395283,0.078567907,0.028354759,0,0.039376041,0.018041825,0.067387683,0.074564674,0.016347734,0,0.1287973,0.084697648,0.014778034,0,0,0,0,0,0.009416294,0,0.052725307,0,0,0,0,0,0,0,0.018414299,0,0.013531596,0.0082849,0,0,0,0,0,0,0.016262223,0,0,0.19932727,0,0,0.178970917,0,0,0,0,0,0,3.878935467,2.526692752,2.354243898,1.294588805,0,0,0,0.012633021,0,0.015342403,0.210145255,0.190202492,0.395920329
Enteroscipio,0,0,0.144664429,0.006109977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021312254,0.023420804,0.040224387,0.055700918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.696063889,1.231359446,0.388597466,0.868856389,2.440116409,1.242624709,0.016262223,0.056516317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.120666576,10.22131474,8.26995705,1.485709726,0.773416528,0.617264128,0.33656076,0.182639769,0.127912722
Entomoplasma,0,0,0,0,0,0,0,0,0.015803589,0.016429022,0.015336796,0.012898873,0.014093956,0.071118287,0.091985851,0.115558164,0.069924549,0.087902428,0.007954817,0.021827883,0.032708149,0.037201374,0.014350995,0.025243318,0.017970818,0.02841164,0.015355322,0.010128548,0.081600536,0.074767664,0.187355069,0.025358634,0.056771263,0.077383362,0.047821929,0.033704673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010344624,0.02324358,0.057155589,0.03492576,0.056531571,0.085872249,0.032433903,0.029055347,0.053801333,0.049783088,0.034633069,0.016614055,0.014750972,0.155795852,0.234845536,0.209719359,0.199680052,0.10347385,0.066154471,0.045005996,0,0,0.003674681,0.002877008,0.006396111,0.008586861,0.003613827,0.042531412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eoetvoesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020689248,0,0.010656127,0.001489481,0,0,0,0,0.0080702,0,0,0,0,0,0,0,0.007480809,0.013158524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ercella,0.04291037,0.006801582,0,0.002443991,0.024751795,0,0.005429766,0,0.578690254,0.485520843,0.50304691,0.355215114,0.33261736,0.272940453,0.547173569,0.442055835,0.353006192,0.196681683,0.312005586,0.617648248,0.338271116,0.290847109,0.155595,0.229994671,0.286841905,0.253461734,0.115164916,0.084404568,0.201087036,0.074880606,0.147426939,0.01929321,0.107091247,0.243018901,0.057965974,0.141559625,0.23611767,0.129551317,0.041594774,0.05236812,0,0.077540512,0,0.105827136,0.192016219,0,0,0.039971576,0.034437505,0.029556068,0.110101171,0.010656127,0.061068718,0.159810402,0.068617073,0.050220237,0.060945362,0.06294756,0.06329564,0.07344599,0.015506452,0.004214563,0.051110892,0.049475885,0.079353271,0.069629067,0.08194172,0.027063193,0.086128444,0.380913956,0.297011324,0.07165627,0.129465356,0.425341392,0.141153886,0.066905999,0.028065926,0.216982497,0.261617042,1.344319167,0.555114988,1.327367636,0.304806565,0.674109964,0.231481481,0,0,0.116182573,0.086971647,0.026526958,0.014443214,0,0.010941837,0,0,0.108045572,0,0.100974421,0.257345849,0.116465939,0.12182164
Ereboglobus,0,0,0.002195211,0.003818735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002073556,0,0,0,0,0.011237738,0,0.000322629,0,0.10621501,0.027533838,0.180052252,0,0.000340413,0,0,0,0.072088445,0,0.003796489,0.027778996,0,0,0,0,0.00886682,0.011010117,0,0.000616337,0,0,0.006800657,0.006378003,0.00484212,0,0,0,0,0.004926351,0.001319357,0,0,0,0,0.001121914,0.024919605,0.018563208,0.024804094,0.020139055,0.017056296,0.009410259,0.010113698,0,0,0,0,0,0,0,0,0,0,0.122669284,0,0,0,0,0,0.016777483,0.249173747,0.020338902,0.003656927,0,0,0,0,0
Eremococcus,0,0,0,0,0,0,0,0,0,0.001729371,0,0,0,0,0,0,0,0,0,0,0.006025185,0,0,0,0,0.002990699,0,0,0.034971658,0.069459386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelatoclostridium,0.01674551,0.021451144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288864282,0.50293378,0,0,0,0,0,0,0,0,0
Erysipelothrix,0,0,0,0,0,0.00249847,0,0,0.040438596,0.02723759,0.040898123,0.017859978,0.020295297,0.153769269,0.136556315,0.169668733,0.133082206,0.091198769,0.077780429,0.053357048,0.066277038,0.065609697,0.038521092,0.131125011,0.067736161,0.192900081,0.148178859,0.064991517,0.284144724,0.474074425,0.51445859,0.023874541,0.423203964,0.257141853,0.115931948,0.107539956,0.083335648,0.077662708,0.047756963,0.02930444,0.025714181,0.647584431,0.070575375,0.649199653,0.121837702,0.06448273,0.052868094,0.496535797,0.407665603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42357045,0.520381613,1.814036479,0.328113348,0.187573271,0.4634506,0,0,0.032711809,0.041493776,0.359482809,0.179056967,0.298493091,0,0,0,0,0,0,0,0,0,0
Erysipelotrichaceae_incertae_sedis,0,0,0.005488028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002532137,0,0,0,0,0,0.015099193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057634332,0.064837356,0.058124328,0.346175912,0.940380936,0.279362305,0.093116689,0.129686061,0.06778968,0.227579831,0.477697498,0.405382954,0.090613114,0.252475491,0.600967089,0.700717722,0.786060376,1.221350304,1.017876742,0.757895791,0.144771036,0.141080379,0.026641434,0.109326301,0.352852133,0.270956647,0.071900108,0.098807438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014960156,0,0,0,0,0
Erythromicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002174291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia/Shigella,0,0,0,0,0,0,0,0.035041212,0,0,0,0,0,0,0.006638154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014491493,0.012095883,0,0,0,0,0,0,0,0,0.007797613,0,0,0.185645763,0.160087862,0,0,0,0,0,0.013319785,0.011508804,0,0.02743868,0,0,0,0,0,0,0,0.01265983,0,0,0.013462963,0,0,0,0,0,0,0,0.013023743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estrella,0.001046594,0,0,0,0,0,0,0,0.001394434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
